"id";"disease_code";"disease_name";"year";"location";"age";"sex";"cases";"cases_100k";"population"
17366;"A04.9, A09";"Bacterial gastrointestinal infections";2015;"city";"10-14";"women";119;4.07;2921262
17367;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2015;"city";"10-14";"women";59;2.02;2921262
17368;"A08(A08.0)";"Rotavirus gastroenteriti";2015;"city";"10-14";"women";39;1.34;2921262
17369;"A08(A08.1)";"Virus gastrointestinal infections";2015;"city";"10-14";"women";16;0.55;2921262
17370;"A08(A08.4)";"Virus gastrointestinal infections";2015;"city";"10-14";"women";211;7.22;2921262
17371;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2015;"city";"10-14";"women";1;0.03;2921262
17372;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2015;"city";"10-14";"women";2;0.07;2921262
17373;"A17, A18";"Tuberculosis";2015;"city";"10-14";"women";0;0.0;2921262
17374;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2015;"city";"10-14";"women";0;0.0;2921262
17375;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2015;"city";"10-14";"women";0;0.0;2921262
17376;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2015;"city";"10-14";"women";0;0.0;2921262
17377;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2015;"city";"10-14";"women";0;0.0;2921262
17378;"A28.2";"Yersinia pestis";2015;"city";"10-14";"women";0;0.0;2921262
17379;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2015;"city";"10-14";"women";0;0.0;2921262
17380;"A33,A34,A35";"Tetanus";2015;"city";"10-14";"women";0;0.0;2921262
17381;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2015;"city";"10-14";"women";0;0.0;2921262
17382;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2015;"city";"10-14";"women";6;0.21;2921262
17383;"A38";"Scarlet fever";2015;"city";"10-14";"women";23;0.79;2921262
17384;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2015;"city";"10-14";"women";1;0.03;2921262
17385;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2015;"city";"10-14";"women";0;0.0;2921262
17386;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2015;"city";"10-14";"women";0;0.0;2921262
17387;"A40.3,J13";"Pneumococcal infection";2015;"city";"10-14";"women";0;0.0;2921262
17388;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2015;"city";"10-14";"women";0;0.0;2921262
17389;"A69.2";"Lyme disease";2015;"city";"10-14";"women";9;0.31;2921262
17390;"A70";"Chlamydia psittaci infection";2015;"city";"10-14";"women";0;0.0;2921262
17391;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2015;"city";"10-14";"women";1;0.03;2921262
17392;"A75 (A75.0, A75.1)";"Epidemic Typhus";2015;"city";"10-14";"women";0;0.0;2921262
17393;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2015;"city";"10-14";"women";0;0.0;2921262
17394;"A82(A82.0, A82.1, A82.9)";"Rabies";2015;"city";"10-14";"women";0;0.0;2921262
17395;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2015;"city";"10-14";"women";3;0.1;2921262
17396;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2015;"city";"10-14";"women";347;11.88;2921262
17397;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2015;"city";"10-14";"women";0;0.0;2921262
17398;"B06(B06.0,B06.8,B06.9)";"Rubella";2015;"city";"10-14";"women";0;0.0;2921262
17399;"P35.0";"Rubella congenital";2015;"city";"10-14";"women";0;0.0;2921262
17400;"B15-B19";"Virus hepatitis";2015;"city";"10-14";"women";0;0.0;2921262
17401;"B15(B15.0,B15.9)";"Hepatitis A";2015;"city";"10-14";"women";0;0.0;2921262
17402;"B16.2, B16.9";"Hepatitis B";2015;"city";"10-14";"women";0;0.0;2921262
17403;"B17.1";"Hepatitis C";2015;"city";"10-14";"women";0;0.0;2921262
17404;"B17.2";"Hepatitis E";2015;"city";"10-14";"women";0;0.0;2921262
17405;"B16.0,B16.1, B17.0";"Hepatitis D";2015;"city";"10-14";"women";0;0.0;2921262
17406;"B20, B21, B22, B24";"HIV";2015;"city";"10-14";"women";0;0.0;2921262
17407;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2015;"city";"10-14";"women";0;0.0;2921262
17408;"Z21";"HIV";2015;"city";"10-14";"women";0;0.0;2921262
17409;"A51-A53";"Syphilis";2015;"city";"10-14";"women";0;0.0;2921262
17410;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2015;"city";"10-14";"women";0;0.0;2921262
17411;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2015;"city";"10-14";"women";0;0.0;2921262
17412;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2015;"city";"10-14";"women";1;0.03;2921262
17413;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2015;"city";"10-14";"women";0;0.0;2921262
17414;"P35.1";"Cytomegalovirus diseases congenital";2015;"city";"10-14";"women";0;0.0;2921262
17415;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2015;"city";"10-14";"women";21;0.72;2921262
17416;"J00-J06";"Upper respiratory tract infection";2015;"city";"10-14";"women";28646;980.6;2921262
17417;"J10,J11";"Influenza";2015;"city";"10-14";"women";549;18.79;2921262
17418;"A48.1, A48.2";"Legionellosis";2015;"city";"10-14";"women";0;0.0;2921262
17419;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2015;"city";"10-14";"women";2;0.07;2921262
17420;"A07.1";"Giardiasis";2015;"city";"10-14";"women";1;0.03;2921262
17421;"A07.2";"Cryptosporidiosis";2015;"city";"10-14";"women";0;0.0;2921262
17422;"B50,B51,B52,B53,B54";"Malaria";2015;"city";"10-14";"women";0;0.0;2921262
17423;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2015;"city";"10-14";"women";0;0.0;2921262
17424;"P37.1";"Toxoplasmosis congenital";2015;"city";"10-14";"women";0;0.0;2921262
17425;"B67(B67.0-B67.9)";"Cystic echinocccosis";2015;"city";"10-14";"women";0;0.0;2921262
17426;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2015;"city";"10-14";"women";0;0.0;2921262
17427;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2015;"city";"10-14";"women";0;0.0;2921262
17428;"B70.0";"Diphyllobothriasis";2015;"city";"10-14";"women";0;0.0;2921262
17429;"B71.0";"Hymenolepiasis";2015;"city";"10-14";"women";0;0.0;2921262
17430;"B75";"Trichinellosis";2015;"city";"10-14";"women";1;0.03;2921262
17431;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2015;"city";"10-14";"women";8;0.27;2921262
17432;"B79";"Trichuriasis";2015;"city";"10-14";"women";0;0.0;2921262
17433;"B80";"Enterobiasis";2015;"city";"10-14";"women";18;0.62;2921262
17434;"B83.0";"Toxocariasis";2015;"city";"10-14";"women";3;0.1;2921262
17435;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2015;"city";"10-14";"women";0;0.0;2921262
17436;"B85";"Pediculosis (insects)";2015;"city";"10-14";"women";62;2.12;2921262
17437;"B86";"Scabies";2015;"city";"10-14";"women";36;1.23;2921262
17438;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2015;"city";"10-14";"women";28;0.96;2921262
17439;"A00(A00.0,A00.1,A00.9)";"Cholera";2015;"city";"10-14";"women";0;0.0;2921262
17440;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2015;"city";"10-14";"women";0;0.0;2921262
17441;"B04";"Monkeypox";2015;"city";"10-14";"women";0;0.0;2921262
17442;"B03";"Smallpox";2015;"city";"10-14";"women";0;0.0;2921262
17443;"A78";"Q fever";2015;"city";"10-14";"women";0;0.0;2921262
17444;"A81.0";"Creutzfeldt-Jakob disease";2015;"city";"10-14";"women";0;0.0;2921262
17445;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2015;"city";"10-14";"women";0;0.0;2921262
17446;"A90";"Dengue fever";2015;"city";"10-14";"women";0;0.0;2921262
17447;"A91";"Dengue hemorrhagic fever";2015;"city";"10-14";"women";0;0.0;2921262
17448;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2015;"city";"10-14";"women";0;0.0;2921262
17449;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2015;"city";"10-14";"women";0;0.0;2921262
17450;"A96.2";"Lassa fever";2015;"city";"10-14";"women";0;0.0;2921262
17451;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2015;"city";"10-14";"women";0;0.0;2921262
17452;"A98.3";"Marburg virus disease ";2015;"city";"10-14";"women";0;0.0;2921262
17453;"A98.4";"Ebola virus disease";2015;"city";"10-14";"women";0;0.0;2921262
17454;"A98.5";"Hemorrhagic fever with liver syndrome";2015;"city";"10-14";"women";0;0.0;2921262
17455;"A01(A01.0)";"Typhoid fever";2016;"city";"10-14";"women";0;0.0;2888558
17456;"A01(A01.1-A 01.4)";"Paratyphoid fever";2016;"city";"10-14";"women";0;0.0;2888558
17457;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2016;"city";"10-14";"women";18;0.62;2888558
17458;"A03(A03.0-A03.9)";"Shigellosis";2016;"city";"10-14";"women";0;0.0;2888558
17459;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2016;"city";"10-14";"women";28;0.97;2888558
17460;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2016;"city";"10-14";"women";0;0.0;2888558
17461;"A04(A04.3)";"E.coli infection";2016;"city";"10-14";"women";0;0.0;2888558
17462;"A04(A04.5)";"Bacterial gastrointestinal infections";2016;"city";"10-14";"women";22;0.76;2888558
17463;"A04(A04.6)";"Bacterial gastrointestinal infections";2016;"city";"10-14";"women";5;0.17;2888558
17464;"A04.9, A09";"Bacterial gastrointestinal infections";2016;"city";"10-14";"women";157;5.44;2888558
17465;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2016;"city";"10-14";"women";63;2.18;2888558
17466;"A08(A08.0)";"Rotavirus gastroenteriti";2016;"city";"10-14";"women";42;1.45;2888558
17467;"A08(A08.1)";"Virus gastrointestinal infections";2016;"city";"10-14";"women";18;0.62;2888558
17468;"A08(A08.4)";"Virus gastrointestinal infections";2016;"city";"10-14";"women";266;9.21;2888558
17469;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2016;"city";"10-14";"women";0;0.0;2888558
17470;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2016;"city";"10-14";"women";1;0.03;2888558
17471;"A17, A18";"Tuberculosis";2016;"city";"10-14";"women";0;0.0;2888558
17472;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2016;"city";"10-14";"women";0;0.0;2888558
17473;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2016;"city";"10-14";"women";0;0.0;2888558
17474;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2016;"city";"10-14";"women";0;0.0;2888558
17475;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2016;"city";"10-14";"women";0;0.0;2888558
17476;"A28.2";"Yersinia pestis";2016;"city";"10-14";"women";0;0.0;2888558
17477;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2016;"city";"10-14";"women";0;0.0;2888558
17478;"A33,A34,A35";"Tetanus";2016;"city";"10-14";"women";0;0.0;2888558
17479;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2016;"city";"10-14";"women";0;0.0;2888558
17480;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2016;"city";"10-14";"women";2;0.07;2888558
17481;"A38";"Scarlet fever";2016;"city";"10-14";"women";16;0.55;2888558
17482;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2016;"city";"10-14";"women";0;0.0;2888558
17483;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2016;"city";"10-14";"women";1;0.03;2888558
17484;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2016;"city";"10-14";"women";1;0.03;2888558
17485;"A40.3,J13";"Pneumococcal infection";2016;"city";"10-14";"women";0;0.0;2888558
17486;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2016;"city";"10-14";"women";0;0.0;2888558
17487;"A69.2";"Lyme disease";2016;"city";"10-14";"women";21;0.73;2888558
17488;"A70";"Chlamydia psittaci infection";2016;"city";"10-14";"women";0;0.0;2888558
17489;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2016;"city";"10-14";"women";0;0.0;2888558
17490;"A75 (A75.0, A75.1)";"Epidemic Typhus";2016;"city";"10-14";"women";0;0.0;2888558
17491;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2016;"city";"10-14";"women";0;0.0;2888558
17492;"A82(A82.0, A82.1, A82.9)";"Rabies";2016;"city";"10-14";"women";0;0.0;2888558
17493;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2016;"city";"10-14";"women";1;0.03;2888558
17494;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2016;"city";"10-14";"women";247;8.55;2888558
17495;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2016;"city";"10-14";"women";0;0.0;2888558
17496;"B06(B06.0,B06.8,B06.9)";"Rubella";2016;"city";"10-14";"women";0;0.0;2888558
17497;"P35.0";"Rubella congenital";2016;"city";"10-14";"women";0;0.0;2888558
17498;"B15-B19";"Virus hepatitis";2016;"city";"10-14";"women";1;0.03;2888558
17499;"B15(B15.0,B15.9)";"Hepatitis A";2016;"city";"10-14";"women";1;0.03;2888558
17500;"B16.2, B16.9";"Hepatitis B";2016;"city";"10-14";"women";0;0.0;2888558
17501;"B17.1";"Hepatitis C";2016;"city";"10-14";"women";0;0.0;2888558
17502;"B17.2";"Hepatitis E";2016;"city";"10-14";"women";0;0.0;2888558
17503;"B16.0,B16.1, B17.0";"Hepatitis D";2016;"city";"10-14";"women";0;0.0;2888558
17504;"B20, B21, B22, B24";"HIV";2016;"city";"10-14";"women";0;0.0;2888558
17505;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2016;"city";"10-14";"women";0;0.0;2888558
17506;"Z21";"HIV";2016;"city";"10-14";"women";0;0.0;2888558
17507;"A51-A53";"Syphilis";2016;"city";"10-14";"women";0;0.0;2888558
17508;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2016;"city";"10-14";"women";0;0.0;2888558
17509;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2016;"city";"10-14";"women";0;0.0;2888558
17510;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2016;"city";"10-14";"women";0;0.0;2888558
17511;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2016;"city";"10-14";"women";0;0.0;2888558
17512;"P35.1";"Cytomegalovirus diseases congenital";2016;"city";"10-14";"women";0;0.0;2888558
17513;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2016;"city";"10-14";"women";17;0.59;2888558
17514;"J00-J06";"Upper respiratory tract infection";2016;"city";"10-14";"women";26955;933.16;2888558
17515;"J10,J11";"Influenza";2016;"city";"10-14";"women";992;34.34;2888558
17516;"A48.1, A48.2";"Legionellosis";2016;"city";"10-14";"women";0;0.0;2888558
17517;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2016;"city";"10-14";"women";0;0.0;2888558
17518;"A07.1";"Giardiasis";2016;"city";"10-14";"women";0;0.0;2888558
17519;"A07.2";"Cryptosporidiosis";2016;"city";"10-14";"women";0;0.0;2888558
17520;"B50,B51,B52,B53,B54";"Malaria";2016;"city";"10-14";"women";0;0.0;2888558
17521;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2016;"city";"10-14";"women";1;0.03;2888558
17522;"P37.1";"Toxoplasmosis congenital";2016;"city";"10-14";"women";0;0.0;2888558
17523;"B67(B67.0-B67.9)";"Cystic echinocccosis";2016;"city";"10-14";"women";0;0.0;2888558
17524;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2016;"city";"10-14";"women";0;0.0;2888558
17525;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2016;"city";"10-14";"women";0;0.0;2888558
17526;"B70.0";"Diphyllobothriasis";2016;"city";"10-14";"women";0;0.0;2888558
17527;"B71.0";"Hymenolepiasis";2016;"city";"10-14";"women";0;0.0;2888558
17528;"B75";"Trichinellosis";2016;"city";"10-14";"women";0;0.0;2888558
17529;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2016;"city";"10-14";"women";8;0.28;2888558
17530;"B79";"Trichuriasis";2016;"city";"10-14";"women";0;0.0;2888558
17531;"B80";"Enterobiasis";2016;"city";"10-14";"women";16;0.55;2888558
17532;"B83.0";"Toxocariasis";2016;"city";"10-14";"women";4;0.14;2888558
17533;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2016;"city";"10-14";"women";1;0.03;2888558
17534;"B85";"Pediculosis (insects)";2016;"city";"10-14";"women";35;1.21;2888558
17535;"B86";"Scabies";2016;"city";"10-14";"women";37;1.28;2888558
17536;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2016;"city";"10-14";"women";31;1.07;2888558
17537;"A00(A00.0,A00.1,A00.9)";"Cholera";2016;"city";"10-14";"women";0;0.0;2888558
17538;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2016;"city";"10-14";"women";0;0.0;2888558
17539;"B04";"Monkeypox";2016;"city";"10-14";"women";0;0.0;2888558
17540;"B03";"Smallpox";2016;"city";"10-14";"women";0;0.0;2888558
17541;"A78";"Q fever";2016;"city";"10-14";"women";0;0.0;2888558
17542;"A81.0";"Creutzfeldt-Jakob disease";2016;"city";"10-14";"women";0;0.0;2888558
17543;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2016;"city";"10-14";"women";0;0.0;2888558
17544;"A90";"Dengue fever";2016;"city";"10-14";"women";0;0.0;2888558
17545;"A91";"Dengue hemorrhagic fever";2016;"city";"10-14";"women";0;0.0;2888558
17546;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2016;"city";"10-14";"women";0;0.0;2888558
17547;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2016;"city";"10-14";"women";0;0.0;2888558
17548;"A96.2";"Lassa fever";2016;"city";"10-14";"women";0;0.0;2888558
17549;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2016;"city";"10-14";"women";0;0.0;2888558
17550;"A98.3";"Marburg virus disease ";2016;"city";"10-14";"women";0;0.0;2888558
17551;"A98.4";"Ebola virus disease";2016;"city";"10-14";"women";0;0.0;2888558
17552;"A98.5";"Hemorrhagic fever with liver syndrome";2016;"city";"10-14";"women";0;0.0;2888558
17553;"A01(A01.0)";"Typhoid fever";2017;"city";"10-14";"women";0;0.0;2847904
17554;"A01(A01.1-A 01.4)";"Paratyphoid fever";2017;"city";"10-14";"women";0;0.0;2847904
17555;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2017;"city";"10-14";"women";13;0.46;2847904
17556;"A03(A03.0-A03.9)";"Shigellosis";2017;"city";"10-14";"women";0;0.0;2847904
17557;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2017;"city";"10-14";"women";26;0.91;2847904
17558;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2017;"city";"10-14";"women";0;0.0;2847904
17559;"A04(A04.3)";"E.coli infection";2017;"city";"10-14";"women";0;0.0;2847904
17560;"A04(A04.5)";"Bacterial gastrointestinal infections";2017;"city";"10-14";"women";23;0.81;2847904
17561;"A04(A04.6)";"Bacterial gastrointestinal infections";2017;"city";"10-14";"women";2;0.07;2847904
17562;"A04.9, A09";"Bacterial gastrointestinal infections";2017;"city";"10-14";"women";108;3.79;2847904
17563;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2017;"city";"10-14";"women";48;1.69;2847904
17564;"A08(A08.0)";"Rotavirus gastroenteriti";2017;"city";"10-14";"women";30;1.05;2847904
17565;"A08(A08.1)";"Virus gastrointestinal infections";2017;"city";"10-14";"women";16;0.56;2847904
17566;"A08(A08.4)";"Virus gastrointestinal infections";2017;"city";"10-14";"women";168;5.9;2847904
17567;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2017;"city";"10-14";"women";0;0.0;2847904
17568;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2017;"city";"10-14";"women";0;0.0;2847904
17569;"A17, A18";"Tuberculosis";2017;"city";"10-14";"women";0;0.0;2847904
17570;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2017;"city";"10-14";"women";0;0.0;2847904
17571;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2017;"city";"10-14";"women";0;0.0;2847904
17572;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2017;"city";"10-14";"women";0;0.0;2847904
17573;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2017;"city";"10-14";"women";0;0.0;2847904
17574;"A28.2";"Yersinia pestis";2017;"city";"10-14";"women";0;0.0;2847904
17575;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2017;"city";"10-14";"women";0;0.0;2847904
17576;"A33,A34,A35";"Tetanus";2017;"city";"10-14";"women";0;0.0;2847904
17577;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2017;"city";"10-14";"women";0;0.0;2847904
17578;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2017;"city";"10-14";"women";2;0.07;2847904
17579;"A38";"Scarlet fever";2017;"city";"10-14";"women";15;0.53;2847904
17580;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2017;"city";"10-14";"women";3;0.11;2847904
17581;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2017;"city";"10-14";"women";0;0.0;2847904
17582;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2017;"city";"10-14";"women";2;0.07;2847904
17583;"A40.3,J13";"Pneumococcal infection";2017;"city";"10-14";"women";0;0.0;2847904
17584;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2017;"city";"10-14";"women";0;0.0;2847904
17585;"A69.2";"Lyme disease";2017;"city";"10-14";"women";18;0.63;2847904
17586;"A70";"Chlamydia psittaci infection";2017;"city";"10-14";"women";0;0.0;2847904
17587;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2017;"city";"10-14";"women";0;0.0;2847904
17588;"A75 (A75.0, A75.1)";"Epidemic Typhus";2017;"city";"10-14";"women";0;0.0;2847904
17589;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2017;"city";"10-14";"women";0;0.0;2847904
17590;"A82(A82.0, A82.1, A82.9)";"Rabies";2017;"city";"10-14";"women";0;0.0;2847904
17591;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2017;"city";"10-14";"women";3;0.11;2847904
17592;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2017;"city";"10-14";"women";285;10.01;2847904
17593;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2017;"city";"10-14";"women";0;0.0;2847904
17594;"B06(B06.0,B06.8,B06.9)";"Rubella";2017;"city";"10-14";"women";0;0.0;2847904
17595;"P35.0";"Rubella congenital";2017;"city";"10-14";"women";0;0.0;2847904
17596;"B15-B19";"Virus hepatitis";2017;"city";"10-14";"women";2;0.07;2847904
17597;"B15(B15.0,B15.9)";"Hepatitis A";2017;"city";"10-14";"women";1;0.04;2847904
17598;"B16.2, B16.9";"Hepatitis B";2017;"city";"10-14";"women";0;0.0;2847904
17599;"B17.1";"Hepatitis C";2017;"city";"10-14";"women";0;0.0;2847904
17600;"B17.2";"Hepatitis E";2017;"city";"10-14";"women";0;0.0;2847904
17601;"B16.0,B16.1, B17.0";"Hepatitis D";2017;"city";"10-14";"women";0;0.0;2847904
17602;"B20, B21, B22, B24";"HIV";2017;"city";"10-14";"women";0;0.0;2847904
17603;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2017;"city";"10-14";"women";0;0.0;2847904
17604;"Z21";"HIV";2017;"city";"10-14";"women";0;0.0;2847904
17605;"A51-A53";"Syphilis";2017;"city";"10-14";"women";0;0.0;2847904
17606;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2017;"city";"10-14";"women";0;0.0;2847904
17607;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2017;"city";"10-14";"women";0;0.0;2847904
17608;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2017;"city";"10-14";"women";2;0.07;2847904
17609;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2017;"city";"10-14";"women";0;0.0;2847904
17610;"P35.1";"Cytomegalovirus diseases congenital";2017;"city";"10-14";"women";0;0.0;2847904
17611;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2017;"city";"10-14";"women";19;0.67;2847904
17612;"J00-J06";"Upper respiratory tract infection";2017;"city";"10-14";"women";29174;1024.4;2847904
17613;"J10,J11";"Influenza";2017;"city";"10-14";"women";900;31.6;2847904
17614;"A48.1, A48.2";"Legionellosis";2017;"city";"10-14";"women";0;0.0;2847904
17615;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2017;"city";"10-14";"women";0;0.0;2847904
17616;"A07.1";"Giardiasis";2017;"city";"10-14";"women";0;0.0;2847904
17617;"A07.2";"Cryptosporidiosis";2017;"city";"10-14";"women";0;0.0;2847904
17618;"B50,B51,B52,B53,B54";"Malaria";2017;"city";"10-14";"women";0;0.0;2847904
17619;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2017;"city";"10-14";"women";0;0.0;2847904
17620;"P37.1";"Toxoplasmosis congenital";2017;"city";"10-14";"women";0;0.0;2847904
17621;"B67(B67.0-B67.9)";"Cystic echinocccosis";2017;"city";"10-14";"women";0;0.0;2847904
17622;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2017;"city";"10-14";"women";0;0.0;2847904
17623;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2017;"city";"10-14";"women";0;0.0;2847904
17624;"B70.0";"Diphyllobothriasis";2017;"city";"10-14";"women";0;0.0;2847904
17625;"B71.0";"Hymenolepiasis";2017;"city";"10-14";"women";0;0.0;2847904
17626;"B75";"Trichinellosis";2017;"city";"10-14";"women";0;0.0;2847904
17627;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2017;"city";"10-14";"women";2;0.07;2847904
17628;"B79";"Trichuriasis";2017;"city";"10-14";"women";0;0.0;2847904
17629;"B80";"Enterobiasis";2017;"city";"10-14";"women";16;0.56;2847904
17630;"B83.0";"Toxocariasis";2017;"city";"10-14";"women";4;0.14;2847904
17631;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2017;"city";"10-14";"women";0;0.0;2847904
17632;"B85";"Pediculosis (insects)";2017;"city";"10-14";"women";43;1.51;2847904
17633;"B86";"Scabies";2017;"city";"10-14";"women";17;0.6;2847904
17634;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2017;"city";"10-14";"women";12;0.42;2847904
